Clases,Caracteristica 1,Caracteristica 2,Caracteristica 3,Caracteristica 4,Caracteristica 5,Caracteristica 6,Caracteristica 7,Caracteristica 8,Caracteristica 9,Caracteristica 10,Caracteristica 11,Caracteristica 12,Caracteristica 13,Caracteristica 14,Caracteristica 15,Caracteristica 16,Caracteristica 17,Caracteristica 18,Caracteristica 19,Caracteristica 20,Caracteristica 21,Caracteristica 22,Caracteristica 23,Caracteristica 24,Caracteristica 25,Caracteristica 26,Caracteristica 27,Caracteristica 28,Caracteristica 29,Caracteristica 30,Caracteristica 31,Caracteristica 32,Caracteristica 33,Caracteristica 34,Caracteristica 35,Caracteristica 36,Caracteristica 37,Caracteristica 38,Caracteristica 39,Caracteristica 40,Caracteristica 41,Caracteristica 42,Caracteristica 43,Caracteristica 44,Caracteristica 45,Caracteristica 46,Caracteristica 47,Caracteristica 48,Caracteristica 49,Caracteristica 50,Caracteristica 51,Caracteristica 52,Caracteristica 53,Caracteristica 54,Caracteristica 55,Caracteristica 56,Caracteristica 57,Caracteristica 58,Caracteristica 59,Caracteristica 60,Caracteristica 61,Caracteristica 62,Caracteristica 63,Caracteristica 64,Caracteristica 65,Caracteristica 66,Caracteristica 67,Caracteristica 68,Caracteristica 69,Caracteristica 70,Caracteristica 71,Caracteristica 72,Caracteristica 73,Caracteristica 74,Caracteristica 75,Caracteristica 76,Caracteristica 77,Caracteristica 78,Caracteristica 79,Caracteristica 80
3,7,5,3,3,2,1,0,0,0,1,14,14,14,13,13,12,7,6,6,6,7,11,12,13,13,13,13,14,14,14,3,0,0,0,0,1,1,2,3,5,13,15,16,17,18,18,18,19,19,19,19,19,19,19,18,18,17,16,16,16,16,17,17,18,18,18,19,19,19,19,19,19,18,18,18,18,17,16,15,14
3,7,5,3,2,1,1,0,0,0,1,14,14,14,13,12,8,6,6,6,6,7,11,12,13,13,13,14,14,14,14,2,0,0,0,1,1,2,3,4,6,13,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,17,16,17,17,18,18,18,19,19,19,19,19,19,19,19,19,18,18,17,17,16,15,13
3,7,5,4,3,2,1,1,1,1,1,2,14,13,13,12,11,7,6,6,6,6,8,11,12,12,13,13,13,13,13,2,0,0,0,0,0,1,2,3,4,12,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,17,16,16,16,17,17,17,17,18,18,18,18,18,18,18,18,17,17,17,16,16,15,13
3,7,5,3,2,2,1,0,0,0,0,1,13,13,12,11,9,6,6,6,6,6,8,11,12,12,12,13,13,13,2,1,0,0,0,0,1,2,3,4,6,12,14,16,17,17,18,18,19,19,19,19,19,19,19,18,18,17,17,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,17,17,17,16,15,14,11
3,6,5,4,3,2,1,1,1,1,1,2,14,14,13,13,12,7,6,6,6,6,7,11,12,12,12,13,13,13,13,13,1,0,0,0,0,1,1,2,3,11,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,17,16,16,16,16,17,17,17,18,18,18,18,18,18,18,18,17,17,17,16,16,15,14
3,8,6,5,4,4,2,2,2,2,2,14,14,13,13,12,11,7,6,6,6,7,10,11,12,12,12,13,13,13,12,1,0,0,0,0,1,1,2,3,5,13,15,16,17,18,19,19,19,19,19,19,19,19,19,18,18,17,16,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,16,16,15,14,14,12,10
3,6,4,3,2,1,1,1,0,0,0,14,14,14,13,12,11,7,6,6,6,7,11,12,12,13,13,13,14,14,14,1,0,0,0,0,1,1,2,4,6,13,15,16,17,17,18,19,19,19,19,19,19,19,19,18,18,17,17,16,16,17,17,18,18,18,19,19,19,19,19,19,19,18,18,18,17,17,15,14,12
3,9,7,6,5,4,3,3,3,3,3,14,14,14,14,13,11,8,7,7,7,7,10,11,12,12,12,12,12,12,12,2,0,0,0,0,1,1,2,3,5,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,18,17,16,15,15,15,16,16,16,16,17,17,17,17,16,16,16,16,15,15,14,14,13,12,10
3,7,5,6,3,2,2,1,0,0,0,2,14,14,13,12,12,7,6,6,6,6,11,12,12,13,13,13,14,14,13,4,0,0,0,0,1,2,3,4,6,13,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,16,16,16,17,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,16,15,14,12
3,6,4,3,2,1,0,0,0,0,1,14,14,14,13,12,11,7,6,6,6,7,11,12,13,13,14,14,14,14,14,14,1,0,1,1,1,2,3,4,6,11,14,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,16,15,16,16,17,18,18,18,19,19,19,19,19,19,19,18,18,18,17,17,16,14,12
3,6,4,3,2,1,0,0,0,0,1,14,14,14,13,13,11,8,6,6,6,8,12,13,13,14,14,14,14,14,14,14,1,0,0,1,1,2,3,4,6,12,14,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,16,16,16,17,17,18,18,19,19,19,19,19,19,19,19,19,18,18,17,17,16,14,12
3,5,3,3,2,1,0,0,0,0,1,13,13,14,13,12,10,6,6,6,6,7,11,12,13,13,13,13,14,14,14,2,1,1,1,1,2,2,3,5,7,13,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,17,17,16,17,17,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,17,16,15,13
4,10,9,8,7,7,6,6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,13,12,12,12,12,12,12,12,13,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17,16
4,10,9,8,7,7,6,6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,13,12,12,12,12,12,12,12,13,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,10,9,8,7,7,6,6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,12,12,12,12,13,14,18,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17,17
4,11,10,9,8,7,7,6,6,4,5,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,13,13,13,14,18,18,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,11,9,9,8,7,7,6,6,5,5,4,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,11,12,12,12,12,12,12,12,12,12,13,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,18,18,17,17,17,17,17,17,17,17,17,16
4,10,9,8,7,7,6,6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,13,13,13,13,13,13,13,13,14,17,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,17,16
4,16,9,8,8,7,6,6,5,5,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,13,13,13,13,13,13,13,13,13,14,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17
4,9,8,7,7,7,6,5,5,4,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,13,12,12,12,12,12,12,12,13,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,9,8,8,7,7,6,6,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,13,12,12,12,12,12,12,12,13,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17
4,10,10,9,8,8,7,7,6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,12,13,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17
4,10,9,8,8,7,6,6,6,5,4,4,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,11,11,11,11,11,11,11,11,11,13,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,9,9,8,8,7,6,6,5,5,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,12,12,12,12,12,12,12,12,13,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17,16
4,10,9,9,8,8,7,6,6,5,5,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,12,12,13,13,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,9,8,8,7,7,6,5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,13,13,13,13,13,13,13,13,13,14,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,17,18,18,18,18,18,18,18,18,17
4,13,9,8,7,7,6,6,5,5,4,4,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,12,13,13,13,13,13,13,13,13,13,14,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17
4,9,9,8,8,7,7,6,6,5,5,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,13,13,13,13,13,12,13,13,14,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17
4,10,9,9,9,8,7,7,6,6,5,5,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,13,13,13,12,12,12,12,12,12,13,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,17,18,18,18,18,18,18,18,17
4,9,8,7,7,6,6,5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,13,13,13,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17
4,9,8,8,7,7,6,5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,13,13,13,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,9,9,9,8,7,7,6,6,5,5,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,13,12,13,13,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17
4,9,8,8,16,6,6,7,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,12,12,12,12,12,12,12,12,13,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,11,9,8,8,7,7,6,5,5,4,4,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,12,13,13,13,12,12,12,12,12,12,13,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,18,18,18,17,17,17,17,17,17,17,17,16
4,10,9,8,7,7,6,6,5,5,4,4,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,12,12,11,11,11,11,11,11,11,11,12,10,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,16,16
4,9,8,8,7,7,6,6,5,5,4,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,12,12,13,13,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,9,8,8,8,8,7,6,6,5,5,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,13,13,13,14,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17
4,10,9,8,8,7,7,6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,13,13,13,13,12,12,12,12,13,18,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,17,17
4,10,9,8,8,7,7,6,5,5,5,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,17,17,17,17,17,17,16
5,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,1,2,4,14,14,14,14,14,14,13,2,0,0,0,0,1,1,2,3,5,18,19,19,19,18,7,7,6,6,6,6,6,6,5,5,13,15,16,17,18,18,19,19,19,19,19,19,19,18,18,18,18,17,17,16,16,15,14,13,11
5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4,14,14,14,14,14,14,13,13,13,12,12,3,1,1,1,2,3,5,17,18,18,18,18,7,6,6,6,6,6,6,5,5,6,12,15,16,17,18,18,19,19,19,19,19,19,19,18,18,18,18,17,17,16,16,15,14,13,11
5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,13,14,14,14,13,13,13,13,12,12,12,3,1,1,1,2,3,6,17,18,18,18,18,17,7,6,6,6,6,6,6,6,6,11,14,16,17,18,18,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,13,11
5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,14,14,14,14,14,14,13,13,13,12,12,5,1,1,1,2,3,5,17,18,18,18,18,17,6,6,6,6,6,5,5,5,5,7,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,18,17,17,17,16,15,14,13,11
5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,13,13,14,13,13,13,13,12,12,11,11,1,1,1,1,2,3,5,17,18,18,18,18,18,7,6,6,6,6,6,6,6,6,13,15,16,17,18,18,19,19,19,19,19,19,19,18,18,18,18,17,17,16,16,15,14,13,11
5,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,4,14,14,14,14,14,13,13,13,12,12,11,2,0,0,0,1,3,5,17,18,19,19,18,7,6,6,6,6,6,5,5,5,5,12,14,16,17,18,18,19,19,19,19,19,19,19,18,18,18,17,17,17,16,15,15,14,13,11
5,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,13,14,14,13,13,13,13,12,12,11,11,2,0,0,0,1,2,4,19,19,19,19,19,18,7,7,6,6,6,6,6,6,6,12,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,13,11
5,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,13,14,14,13,13,13,12,12,12,11,10,3,0,0,0,1,3,4,19,19,19,19,18,8,7,7,7,7,6,6,6,6,6,13,15,17,17,18,18,19,19,19,19,19,19,18,18,18,18,17,17,16,16,15,15,13,12,10
5,2,2,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,2,14,14,14,14,14,14,14,14,14,13,12,12,3,2,1,1,2,3,5,17,18,18,18,17,6,5,5,5,5,5,5,5,5,5,13,15,16,17,18,18,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,13,11
5,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,14,14,14,14,14,14,13,13,12,12,11,11,1,1,1,1,2,4,17,18,18,18,18,17,7,6,6,6,6,5,5,5,5,6,14,16,17,18,18,19,19,19,19,19,19,19,18,18,18,18,17,17,16,16,15,14,13,11
5,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,13,14,14,14,14,13,13,13,12,12,11,2,1,0,1,2,3,5,18,19,19,19,19,18,7,6,6,6,6,6,6,6,6,6,13,15,17,18,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,13,11
5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,14,14,14,14,13,13,13,12,12,12,3,1,0,0,1,2,3,5,18,18,18,18,18,7,6,6,6,6,6,5,5,5,6,13,15,17,18,18,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,13,11
5,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,13,14,13,13,13,13,13,12,12,11,4,1,1,1,2,3,6,16,18,18,18,18,17,7,6,6,6,6,6,6,6,6,12,14,16,16,17,18,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,13,11
5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,14,14,14,14,14,14,14,14,14,13,13,13,12,1,0,0,1,2,3,5,18,19,19,19,18,5,5,5,5,5,5,5,5,13,15,16,17,18,18,18,19,19,19,19,19,19,19,18,18,18,18,18,17,17,16,16,15,14,13,10
5,3,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,14,14,14,14,14,14,14,14,13,13,13,12,3,1,1,2,3,5,17,18,18,18,17,7,6,6,5,5,5,5,5,5,6,11,13,15,17,18,18,19,19,19,19,19,19,19,19,18,18,18,17,17,17,16,15,15,13,12
5,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,14,14,14,14,14,14,13,13,13,12,12,4,1,1,1,2,3,5,17,18,18,18,18,7,6,6,6,6,6,6,6,6,6,11,14,15,17,18,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,16,15,15,13,12
5,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,14,14,14,14,14,14,13,13,12,12,11,3,0,0,0,1,3,5,18,19,19,19,19,18,7,6,6,6,6,6,5,5,6,13,15,16,17,18,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,15,14,12,10
5,12,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,14,14,14,14,14,13,13,13,12,12,3,1,1,2,2,4,6,17,18,18,18,18,17,6,6,6,6,6,6,5,5,6,12,15,16,17,18,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,12
5,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,12,12,12,12,12,12,11,11,1,0,0,0,1,2,2,3,5,15,16,16,16,16,15,6,6,6,5,5,5,12,13,15,15,16,17,17,17,17,19,19,17,17,17,17,17,17,17,17,16,16,16,15,15,14,13,12,11
5,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,13,14,14,13,13,13,13,12,12,11,10,3,0,0,0,1,2,4,19,19,19,19,19,18,8,7,7,7,7,6,6,6,6,14,15,17,17,18,18,19,19,19,19,19,19,19,18,18,18,17,17,16,16,15,14,14,12,10
5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,14,14,14,14,14,13,13,13,12,12,3,1,1,2,3,5,6,17,18,18,18,18,18,15,6,5,5,5,5,5,5,6,13,15,17,17,18,19,19,19,19,19,19,19,19,19,18,18,18,19,17,17,16,16,15,14,12
6,14,12,11,10,10,9,8,7,6,5,5,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,6,17,18,18,18,18,17,16,15,14,13,12,11,10,11,14,16,17,18,18,18,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,17,17,16,14,13
6,14,13,12,11,9,8,8,7,6,6,5,4,4,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,5,6,16,18,18,18,18,17,16,15,14,13,12,11,10,11,14,15,16,17,18,18,18,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,16,16,15,13
6,15,14,12,11,10,9,8,7,7,6,5,4,4,4,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,6,17,18,18,18,18,17,16,15,14,13,12,11,11,11,13,15,16,17,18,18,18,19,19,19,19,19,19,18,18,18,18,18,18,18,17,17,16,15,14,12
6,16,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,6,17,18,19,19,18,17,16,15,14,13,12,11,11,12,15,16,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,14,12
6,14,13,12,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,7,17,18,18,18,17,16,15,14,13,12,11,10,10,12,14,16,17,17,18,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,14,12
6,13,12,11,10,9,8,7,6,6,5,4,4,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,7,16,18,18,18,18,17,16,14,13,12,11,11,10,10,11,15,17,17,18,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,12
6,13,12,10,9,8,7,7,6,5,5,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,6,13,15,16,16,18,19,19,18,12,11,10,9,9,9,11,13,15,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,14,13,11
6,15,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,6,17,18,18,18,18,17,15,14,13,12,11,10,9,10,14,16,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,14,13
6,14,13,11,10,9,8,7,6,5,5,4,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,7,16,17,17,17,16,15,14,13,12,11,10,9,9,9,14,15,16,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,12
6,13,12,11,10,9,8,7,6,6,5,5,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,6,17,18,19,19,19,18,18,16,15,14,13,13,12,14,15,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,16,15,14,13,11
6,14,13,12,11,11,9,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,17,19,19,19,19,18,16,15,14,13,12,11,11,11,14,15,16,17,17,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,16,15,14,13,11
6,14,13,11,10,9,8,7,7,6,5,5,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,6,17,18,18,18,18,17,16,15,14,13,12,11,10,10,14,16,17,17,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,14,12
6,13,12,11,10,10,9,8,7,6,6,5,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,3,5,7,16,17,18,18,17,16,15,14,13,12,11,10,10,10,14,15,16,17,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,17,17,16,14,13
6,16,13,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,7,18,18,19,19,18,16,15,14,13,12,11,10,10,11,14,16,17,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,16,15,14,12
6,14,12,11,9,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,7,17,18,18,18,17,15,14,13,12,12,11,10,10,10,14,15,16,18,18,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,16,15,14,12
6,14,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,5,7,17,17,18,17,17,15,14,13,12,11,11,10,10,11,14,16,17,17,18,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,14,13
6,13,12,10,10,9,8,7,6,6,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,7,15,18,18,18,17,16,15,14,13,12,11,11,10,10,13,16,17,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,16,15,13
6,14,12,11,10,9,8,7,6,6,5,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,6,16,18,18,18,18,17,15,14,13,12,11,10,10,11,14,16,17,17,18,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,14,12
6,14,12,11,10,9,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,5,7,15,16,16,15,14,12,11,11,10,9,8,8,8,9,12,14,16,17,17,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,17,17,16,15,13
6,13,12,11,10,9,9,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,6,15,17,17,17,17,15,14,13,12,11,10,10,9,9,11,14,15,17,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,16,14,12
6,13,12,11,10,9,8,8,7,6,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,7,16,17,18,18,18,17,16,14,13,12,11,10,10,11,14,16,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,16,16,15,12
